Tenant_URL,Destination_URL,Page_Name,Disable_Banner,Status,Start_Date, End_Date
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Home,No,Banner button is successfully added!,01/25/2021 16:38:26,01/25/2021 16:38:31
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,FAQs,No,Banner button is successfully added!,01/25/2021 16:38:31,01/25/2021 16:38:36
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,QuickLink,No,Banner button is successfully added!,01/25/2021 16:38:36,01/25/2021 16:38:42
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,TeamLeaders,No,Banner button is successfully added!,01/25/2021 16:38:42,01/25/2021 16:38:46
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Application,No,Banner button is successfully added!,01/25/2021 16:38:46,01/25/2021 16:38:51
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,New-Form,No,Banner button is successfully added!,01/25/2021 16:38:51,01/25/2021 16:38:56
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Edit-Form,No,Banner button is successfully added!,01/25/2021 16:38:56,01/25/2021 16:39:00
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Display-Form,No,Banner button is successfully added!,01/25/2021 16:39:00,01/25/2021 16:39:07
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Edit-View,No,Banner button is successfully added!,01/25/2021 16:39:07,01/25/2021 16:39:12
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Display-View,No,Banner button is successfully added!,01/25/2021 16:39:12,01/25/2021 16:39:17
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Home,No,Banner button is successfully added!,01/25/2021 16:39:17,01/25/2021 16:39:22
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,FAQs,No,Banner button is successfully added!,01/25/2021 16:39:22,01/25/2021 16:39:26
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,QuickLink,No,Banner button is successfully added!,01/25/2021 16:39:26,01/25/2021 16:39:31
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,TeamLeaders,No,Banner button is successfully added!,01/25/2021 16:39:31,01/25/2021 16:39:36
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Application,No,Banner button is successfully added!,01/25/2021 16:39:36,01/25/2021 16:39:42
