Tenant_URL,Destination_URL,Page_Name,Disable_Comments,Status,Start_Date, End_Date
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/MidMarketAbeyance,New-Form,Yes,Comments button is successfully removed!,01/21/2021 17:42:39,01/21/2021 17:42:47
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/MidMarketAbeyance,Edit-Form,Yes,Comments button is successfully removed!,01/21/2021 17:42:47,01/21/2021 17:42:54
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/MidMarketAbeyance,Display-Form,Yes,Comments button is successfully removed!,01/21/2021 17:42:54,01/21/2021 17:43:02
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/MidMarketAbeyance,Display-Page,Yes,Comments button is successfully removed!,01/21/2021 17:43:02,01/21/2021 17:43:09
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/MidMarketAbeyance,Edit-Page,Yes,Comments button is successfully removed!,01/21/2021 17:43:09,01/21/2021 17:43:16
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Home,Yes,Comments button is successfully removed!,01/25/2021 16:27:41,01/25/2021 16:27:47
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,FAQs,Yes,Comments button is successfully removed!,01/25/2021 16:27:47,01/25/2021 16:27:51
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,QuickLink,Yes,Comments button is successfully removed!,01/25/2021 16:27:51,01/25/2021 16:27:56
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,TeamLeaders,Yes,Comments button is successfully removed!,01/25/2021 16:27:56,01/25/2021 16:28:01
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Application,Yes,Comments button is successfully removed!,01/25/2021 16:28:01,01/25/2021 16:28:05
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,New-Form,Yes,Comments button is successfully removed!,01/25/2021 16:28:05,01/25/2021 16:28:09
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Edit-Form,Yes,Comments button is successfully removed!,01/25/2021 16:28:09,01/25/2021 16:28:13
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Display-Form,Yes,Comments button is successfully removed!,01/25/2021 16:28:13,01/25/2021 16:28:17
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Edit-View,Yes,Comments button is successfully removed!,01/25/2021 16:28:17,01/25/2021 16:28:22
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Display-View,Yes,Comments button is successfully removed!,01/25/2021 16:28:22,01/25/2021 16:28:26
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Home,Yes,Comments button is successfully removed!,01/25/2021 16:28:26,01/25/2021 16:28:30
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,FAQs,Yes,Comments button is successfully removed!,01/25/2021 16:28:30,01/25/2021 16:28:36
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,QuickLink,Yes,Comments button is successfully removed!,01/25/2021 16:28:36,01/25/2021 16:28:39
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,TeamLeaders,Yes,Comments button is successfully removed!,01/25/2021 16:28:39,01/25/2021 16:28:44
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Application,Yes,Comments button is successfully removed!,01/25/2021 16:28:44,01/25/2021 16:28:48
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,New-Form,Yes,Comments button is successfully removed!,01/25/2021 16:28:48,01/25/2021 16:28:53
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Edit-Form,Yes,Comments button is successfully removed!,01/25/2021 16:28:53,01/25/2021 16:28:57
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Display-Form,Yes,Comments button is successfully removed!,01/25/2021 16:28:57,01/25/2021 16:29:02
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Edit-View,Yes,Comments button is successfully removed!,01/25/2021 16:29:02,01/25/2021 16:29:06
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Display-View,Yes,Comments button is successfully removed!,01/25/2021 16:29:06,01/25/2021 16:29:11
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Home,Yes,Comments button is successfully removed!,01/28/2021 13:16:49,01/28/2021 13:16:54
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,FAQs,Yes,Comments button is successfully removed!,01/28/2021 13:16:54,01/28/2021 13:16:58
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,QuickLink,Yes,Comments button is successfully removed!,01/28/2021 13:16:58,01/28/2021 13:17:03
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,TeamLeaders,Yes,Comments button is successfully removed!,01/28/2021 13:17:03,01/28/2021 13:17:08
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Application,Yes,Comments button is successfully removed!,01/28/2021 13:17:08,01/28/2021 13:17:14
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,New-Form,Yes,Comments button is successfully removed!,01/28/2021 13:17:14,01/28/2021 13:17:18
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Edit-Form,Yes,Comments button is successfully removed!,01/28/2021 13:17:18,01/28/2021 13:17:24
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Display-Form,Yes,Comments button is successfully removed!,01/28/2021 13:17:24,01/28/2021 13:17:28
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Edit-View,Yes,Comments button is successfully removed!,01/28/2021 13:17:28,01/28/2021 13:17:34
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Display-View,Yes,Comments button is successfully removed!,01/28/2021 13:17:34,01/28/2021 13:17:39
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,Home,Yes,Comments button is successfully removed!,01/28/2021 13:17:39,01/28/2021 13:17:44
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,FAQs,Yes,Comments button is successfully removed!,01/28/2021 13:17:44,01/28/2021 13:17:48
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,QuickLink,Yes,Comments button is successfully removed!,01/28/2021 13:17:48,01/28/2021 13:17:54
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,TeamLeaders,Yes,Comments button is successfully removed!,01/28/2021 13:17:54,01/28/2021 13:17:59
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,Application,Yes,Comments button is successfully removed!,01/28/2021 13:17:59,01/28/2021 13:18:05
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,New-Form,Yes,Comments button is successfully removed!,01/28/2021 13:18:05,01/28/2021 13:18:10
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,Edit-Form,Yes,Comments button is successfully removed!,01/28/2021 13:18:10,01/28/2021 13:18:15
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,Display-Form,Yes,Comments button is successfully removed!,01/28/2021 13:18:15,01/28/2021 13:18:20
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,Edit-View,Yes,Comments button is successfully removed!,01/28/2021 13:18:20,01/28/2021 13:18:25
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,Display-View,Yes,Comments button is successfully removed!,01/28/2021 13:18:25,01/28/2021 13:18:29
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,Home,Yes,Comments button is successfully removed!,02/01/2021 14:47:57,02/01/2021 14:48:02
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,FAQs,Yes,Comments button is successfully removed!,02/01/2021 14:48:02,02/01/2021 14:48:06
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,QuickLink,Yes,Comments button is successfully removed!,02/01/2021 14:48:06,02/01/2021 14:48:11
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,TeamLeaders,Yes,Comments button is successfully removed!,02/01/2021 14:48:11,02/01/2021 14:48:16
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,Application,Yes,Comments button is successfully removed!,02/01/2021 14:48:16,02/01/2021 14:48:21
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,New-Form,Yes,Comments button is successfully removed!,02/01/2021 14:48:21,02/01/2021 14:48:26
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,Edit-Form,Yes,Comments button is successfully removed!,02/01/2021 14:48:26,02/01/2021 14:48:31
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,Display-Form,Yes,Comments button is successfully removed!,02/01/2021 14:48:31,02/01/2021 14:48:36
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,Edit-View,Yes,Comments button is successfully removed!,02/01/2021 14:48:36,02/01/2021 14:48:42
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CounterProductsTraining,Display-View,Yes,Comments button is successfully removed!,02/01/2021 14:48:42,02/01/2021 14:48:50
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Home,Yes,Comments button is successfully removed!,02/02/2021 17:11:11,02/02/2021 17:11:17
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,FAQs,Yes,Comments button is successfully removed!,02/02/2021 17:11:17,02/02/2021 17:11:24
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,QuickLink,Yes,Comments button is successfully removed!,02/02/2021 17:11:24,02/02/2021 17:11:29
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,TeamLeaders,Yes,Comments button is successfully removed!,02/02/2021 17:11:29,02/02/2021 17:11:34
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Application,Yes,Comments button is successfully removed!,02/02/2021 17:11:34,02/02/2021 17:11:39
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,New-Form,Yes,Comments button is successfully removed!,02/02/2021 17:11:39,02/02/2021 17:11:46
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Edit-Form,Yes,Comments button is successfully removed!,02/02/2021 17:11:46,02/02/2021 17:11:54
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Display-Form,Yes,Comments button is successfully removed!,02/02/2021 17:11:54,02/02/2021 17:11:59
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Edit-View,Yes,Comments button is successfully removed!,02/02/2021 17:11:59,02/02/2021 17:12:05
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Display-View,Yes,Comments button is successfully removed!,02/02/2021 17:12:05,02/02/2021 17:12:11
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Home,Yes,Comments button is successfully removed!,02/02/2021 17:12:11,02/02/2021 17:12:18
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,FAQs,Yes,Comments button is successfully removed!,02/02/2021 17:12:18,02/02/2021 17:12:23
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,QuickLink,Yes,Comments button is successfully removed!,02/02/2021 17:12:24,02/02/2021 17:12:29
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,TeamLeaders,Yes,Comments button is successfully removed!,02/02/2021 17:12:29,02/02/2021 17:12:36
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Application,Yes,Comments button is successfully removed!,02/02/2021 17:12:36,02/02/2021 17:12:42
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,New-Form,Yes,Comments button is successfully removed!,02/02/2021 17:12:42,02/02/2021 17:12:47
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Edit-Form,Yes,Comments button is successfully removed!,02/02/2021 17:12:47,02/02/2021 17:12:54
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Display-Form,Yes,Comments button is successfully removed!,02/02/2021 17:12:54,02/02/2021 17:13:00
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Edit-View,Yes,Comments button is successfully removed!,02/02/2021 17:13:00,02/02/2021 17:13:04
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Display-View,Yes,Comments button is successfully removed!,02/02/2021 17:13:04,02/02/2021 17:13:10
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Home,Yes,Comments button is successfully removed!,02/03/2021 17:52:42,02/03/2021 17:52:54
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,FAQs,Yes,Comments button is successfully removed!,02/03/2021 17:52:54,02/03/2021 17:52:58
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Home,Yes,Comments button is successfully removed!,02/03/2021 17:57:38,02/03/2021 17:57:45
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,FAQs,Yes,Comments button is successfully removed!,02/03/2021 17:57:45,02/03/2021 17:57:49
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,TeamLeaders,Yes,Comments button is successfully removed!,02/03/2021 17:57:49,02/03/2021 17:57:54
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Application,Yes,Comments button is successfully removed!,02/03/2021 17:57:54,02/03/2021 17:57:59
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,New-Form,Yes,Comments button is successfully removed!,02/03/2021 17:57:59,02/03/2021 17:58:04
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Edit-Form,Yes,Comments button is successfully removed!,02/03/2021 17:58:04,02/03/2021 17:58:09
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Display-Form,Yes,Comments button is successfully removed!,02/03/2021 17:58:09,02/03/2021 17:58:15
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Edit-View,Yes,Comments button is successfully removed!,02/03/2021 17:58:15,02/03/2021 17:58:19
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Display-View,Yes,Comments button is successfully removed!,02/03/2021 17:58:19,02/03/2021 17:58:25
