Tenant_URL,Source_URL,Destination_URL,Status,Start_Date, End_Date
https://demoperform1-admin.sharepoint.com,https://demoperform1.sharepoint.com/sites/OrgSite,https://demoperform1.sharepoint.com/sites/Test4,Cloning is completed successfully!,01/17/2021 05:03:44,01/17/2021 05:03:50
https://demoperform1-admin.sharepoint.com,https://demoperform1.sharepoint.com/sites/OrgSite,https://demoperform1.sharepoint.com/sites/Test4,Cloning is completed successfully!,01/17/2021 05:04:29,01/17/2021 05:04:35
,https://demoperform1.sharepoint.com/sites/OrgSite,https://demoperform1.sharepoint.com/sites/Test4,Cloning is completed successfully!,01/17/2021 05:06:10,01/17/2021 05:06:21
,https://demoperform1.sharepoint.com/sites/OrgSite,https://demoperform1.sharepoint.com/sites/Test4,Cloning is completed successfully!,01/17/2021 05:06:30,01/17/2021 05:06:37
,https://demoperform1.sharepoint.com/sites/OrgSite,https://demoperform1.sharepoint.com/sites/Test4,Cloning is completed successfully!,01/17/2021 05:08:55,01/17/2021 05:09:05
,https://demoperform1.sharepoint.com/sites/OrgSite,https://demoperform1.sharepoint.com/sites/Test4,Cloning is completed successfully!,01/17/2021 05:12:09,01/17/2021 05:12:21
,https://demoperform1.sharepoint.com/sites/OrgSite,https://demoperform1.sharepoint.com/sites/Test4,Cloning is completed successfully!,01/17/2021 05:15:11,01/17/2021 05:15:21
