Tenant_URL,Destination_URL,Page_Name,Disable_Like,Status,Start_Date, End_Date
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Display-Form,Yes,Social button is successfully removed!,02/02/2021 17:10:17,02/02/2021 17:10:20
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Edit-View,Yes,Social button is successfully removed!,02/02/2021 17:10:20,02/02/2021 17:10:22
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/NewNCCReferenceDictionary,Display-View,Yes,Social button is successfully removed!,02/02/2021 17:10:22,02/02/2021 17:10:25
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Home,Yes,Social button is successfully removed!,02/02/2021 17:10:25,02/02/2021 17:10:29
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,FAQs,Yes,Social button is successfully removed!,02/02/2021 17:10:29,02/02/2021 17:10:33
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,QuickLink,Yes,Social button is successfully removed!,02/02/2021 17:10:33,02/02/2021 17:10:36
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,TeamLeaders,Yes,Social button is successfully removed!,02/02/2021 17:10:36,02/02/2021 17:10:39
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Application,Yes,Social button is successfully removed!,02/02/2021 17:10:39,02/02/2021 17:10:42
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,New-Form,Yes,Social button is successfully removed!,02/02/2021 17:10:42,02/02/2021 17:10:44
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Edit-Form,Yes,Social button is successfully removed!,02/02/2021 17:10:44,02/02/2021 17:10:48
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Display-Form,Yes,Social button is successfully removed!,02/02/2021 17:10:48,02/02/2021 17:10:51
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Edit-View,Yes,Social button is successfully removed!,02/02/2021 17:10:51,02/02/2021 17:10:54
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/CorporateUnderwritingApprovalsArchive2017,Display-View,Yes,Social button is successfully removed!,02/02/2021 17:10:54,02/02/2021 17:10:58
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Home,Yes,Social button is successfully removed!,02/03/2021 17:51:47,02/03/2021 17:51:59
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,FAQs,Yes,Social button is successfully removed!,02/03/2021 17:51:59,02/03/2021 17:52:03
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,QuickLink,Yes,Social button is successfully removed!,02/03/2021 17:52:03,02/03/2021 17:52:06
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,TeamLeaders,Yes,Social button is successfully removed!,02/03/2021 17:52:06,02/03/2021 17:52:09
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Application,Yes,Social button is successfully removed!,02/03/2021 17:52:09,02/03/2021 17:52:13
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,New-Form,Yes,Social button is successfully removed!,02/03/2021 17:52:13,02/03/2021 17:52:16
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Edit-Form,Yes,Social button is successfully removed!,02/03/2021 17:52:16,02/03/2021 17:52:19
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Display-Form,Yes,Social button is successfully removed!,02/03/2021 17:52:19,02/03/2021 17:52:22
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Edit-View,Yes,Social button is successfully removed!,02/03/2021 17:52:22,02/03/2021 17:52:25
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Display-View,Yes,Social button is successfully removed!,02/03/2021 17:52:25,02/03/2021 17:52:27
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Home,Yes,Social button is successfully removed!,02/03/2021 17:56:35,02/03/2021 17:56:43
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,FAQs,Yes,Social button is successfully removed!,02/03/2021 17:56:43,02/03/2021 17:56:46
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,TeamLeaders,Yes,Social button is successfully removed!,02/03/2021 17:56:46,02/03/2021 17:56:49
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Application,Yes,Social button is successfully removed!,02/03/2021 17:56:49,02/03/2021 17:56:52
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,New-Form,Yes,Social button is successfully removed!,02/03/2021 17:56:52,02/03/2021 17:56:55
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Edit-Form,Yes,Social button is successfully removed!,02/03/2021 17:56:55,02/03/2021 17:56:58
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Display-Form,Yes,Social button is successfully removed!,02/03/2021 17:56:58,02/03/2021 17:57:01
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Edit-View,Yes,Social button is successfully removed!,02/03/2021 17:57:01,02/03/2021 17:57:04
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZurichI&IPeople,Display-View,Yes,Social button is successfully removed!,02/03/2021 17:57:04,02/03/2021 17:57:06
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/eCommerceSirLog,Home,Yes,Social button is successfully removed!,02/04/2021 19:19:19,02/04/2021 19:19:27
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/eCommerceSirLog,FAQs,Yes,Social button is successfully removed!,02/04/2021 19:19:27,02/04/2021 19:19:30
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/eCommerceSirLog,TeamLeaders,Yes,Social button is successfully removed!,02/04/2021 19:19:30,02/04/2021 19:19:33
