Tenant_URL,Source_URL,Page_Name,Destination_URL,Status,Start_Date, End_Date
https://demoperform1-admin.sharepoint.com,https://demoperform1.sharepoint.com/sites/OrgSite,Home,https://demoperform1.sharepoint.com/sites/Test4,Home Page is successfully copied!,01/17/2021 17:47:55, 01/17/2021 17:48:34
https://demoperform1-admin.sharepoint.com,https://demoperform1.sharepoint.com/sites/OrgSite,Test,https://demoperform1.sharepoint.com/sites/Test4,Test Page is successfully copied!,01/17/2021 17:48:34, 01/17/2021 17:49:15
