Tenant_URL,Destination_URL,Enable_AppCatalog
https://devperform2.sharepoint.com/,https://devperform2.sharepoint.com/sites/ApplicationChangeRequest,No
https://devperform2.sharepoint.com/,https://devperform2.sharepoint.com/sites/ApplicationChangeRequest,Yes
